number,operator,date,shot,TFoffset,d-tacq,TFdtacq,a039,a039_TF,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],FC TF [kV],TF[kV],delay[us],FCTF[kV],delay[us],Crowbar[us],EF[A],Electrode [kV],delay   [us],OH,gas,gas pressure,delay[s],予備電離,Solenoid,delay,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
4,,230111,9,,10384,0,325,0,TFonly,0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5,,230111,10,,10385,0,326,0,TFonly,0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
6,,230111,11,,10386,0,327,0,PFonly,39,,,39,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,,230111,12,,10387,10385,328,326,バラトロントリガー二回,39,,,39,,,,4,,,,,150,,,,Ar,2.16,,,,,,,,ok,,,,,,,,,,,,
8,,230111,13,,10388,10385,329,326,,39,,,39,,,,4,,,,,150,,,,,1.08,,,,,,,,ok,,,,,,,,,,,,
9,,230111,14,,10389,10385,330,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ok,,,,,,,,,,,,
10,,230111,15,,10390,10385,331,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,プラズマなし,,,,,,,,,,,,
11,,230111,16,,10391,10385,332,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,プラズマなし,,,,,,,,,,,,
12,,230111,17,,10392,10385,333,326,,39,,,39,,,,4,,,,,150,,,,,1.12,,,,,,,,ok,,,,,,,,,,,,
13,,230111,18,,10393,10385,334,326,CB1波形おかしい,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
14,,230111,19,,10394,10385,335,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
15,,230111,20,,10395,10385,336,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
16,,230111,21,,10396,10385,337,326, 信号none,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
17,,230111,22,,10397,10385,338,326,a038信号なし,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
18,,230111,23,,10398,10385,339,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
19,,230111,24,,,,,,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
20,,230111,25,,,,,,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
21,,230111,26,,,,,,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
22,,230111,27,,10399,10385,340,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
23,,230111,28,,10400,10385,341,326,CB1 38kVまでしか充電されない,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,ノイズ,,,,,,,,,,,,
24,,230111,29,,10401,10385,342,326,,39,,,38,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
25,,230111,30,,10402,10385,343,326,,39,,,38,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
26,,230111,31,,10403,10385,344,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
27,,230111,32,,10404,10385,345,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
28,,230111,33,,10405,10385,346,326,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
29,,230111,34,,10406,10385,347,326,信号none,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,"Doi, Takeda, Nakau",230112,1,,10407,,348,,TF only 4kV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,2,,10408,,349,,TF only 4kV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,3,,10410,,350,,"TF, PF, vacuum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,4,,10412,,352,,,39,,,39,,,,4,,,,,150,,,,Ar,1.18,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,5,,10413,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,6,,10414,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,7,,10416,,356,,"PFずれ、CB1遅い, a038トリガー入らず, a039トリガーずれ",39,,,39,,,,4,,,,,150,,,,Ar,,,,,,,,,,,,,,,,,,,,,
,,,8,,10417,,357,,"ロゴスキー波形変, a038トリガー入らず, a039トリガーずれ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,10418,,358,,"ロゴスキー波形変, a038トリガー入らず, a039トリガーずれ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,10419,,359,,"ロゴスキー波形変, a038トリガー入らず, a039トリガーずれ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,10420,,360,,"a038トリガー入らず, a039トリガーずれ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,10421,,361,,"a038トリガー入らず, a039トリガーずれ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Takeda,Nakau,Doi",230113,1,,,,,,CB1，CB2で実験,39,,,39,,,,4,,,,,150,,,,Ar,,,,,,,,,,,,,,,,,,,,,
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1000,100,450
,,,4,,,,,,,,,,,,,,,,,,,,,,,Ar,1.44,,,,,,,,,,,,,,,,,,,,
,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,
,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,
,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,CH9：ロゴスキー較正器、CH5: CB2ロゴスキー,0,,,10,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,"CH9：ロゴスキー較正器、CH7: CB1ロゴスキー, CH9オフセットあり？",10,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,,,,,"CH9：ロゴスキー較正器、CH7: CB1ロゴスキー, CH9オフセットあり？",10,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,,,,,,CH9：ロゴスキー較正器、CH1: TF,0,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nakau,230114,1,,,,,,,39,,,39,,,,4,,,,,150,,,,Ar,0.9,,,,,,,,,,,,,,,,,,,,
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,,,TFのみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,CH1片側放電放電遅れた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,CH1片側放電放電遅れた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,,,,CH1片側放電,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,
,,,24,,,,,,光量弱い,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nakau,230117,1,,,,,,CB1，CB2で実験,39,,,39,,,,4,,,,,150,,,,Ar,1.18,,,,,,,,,,,,,,,,,,,,
,,,2,,,,,,TFonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,,,,,,ST,39,,,39,,,,4,,,,,150,,,,Ar,1.12,,,,,,,,,,,,,,,,,,,,
,,,4,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,
,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,大きさ調整,38,,,39,,,,4,,,,,150,,,,Ar,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,大きさ調整,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,,,,,,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,14,,,,,,プラズマの合体がうまくいってないポイ,39,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,18,,10425,,365,,a039積分器オフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,19,,10426,,366,,a039積分器オフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,,10427,,367,,,39,,,38,,,,4,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,10428,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,10429,,369,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,,10430,,370,,PFずれてる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,10431,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,,10432,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30,,10433,,373,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,31,,10434,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,32,,10435,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,10436,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,,10437,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,,10438,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,10439,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,37,,10440,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,38,,10441,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Doi, Takeda",,,,,,,,CB2のPF→CB3に付け替え、CB2にFCのTFを正極性並列で接続,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,1,,,,,,Ch5:ロゴスキー校正き、Ch9:FC1 TF,,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,2,,,,,,Ch5:ロゴスキー校正き、Ch8:FC2 TF,,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,3,,,,,,Ch5:ロゴスキー校正き、Ch7:FC2 PF（積分器変更）,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,4,,,,,,"CB3故障、PFをCB3→CB2に付け替え、TFonly, デジタイザ保存ミス",0,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,5,,10445,,384,,TFonly、デジタイザ保存ミス,0,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,6,,10447,,386,,,39,,,39,,,,4,,,,,150,,,,Ar,1.04,,,,,,,,,,,,,,,,,,,,
,,230118,7,,10448,,387,,"TFonly, vacuum",0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,8,,10449,,388,,,39,,,39,,,,4,,,,,150,,,,Ar,,,,,,,,,,,,,,,,,,,,,
,,230118,9,,10450,,389,,"TFonly, vacuum",0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,10,,10451,,390,,"TFonly, vacuum",0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,11,,10452,,391,,"TFonly, vacuum, a038オフセット調整必要かも",0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,12,,10454,10452,393,391,ロゴスキーおかしい，クローバーかかっちゃってる,39,,,39,,,,4,,,,,150,,,,Ar,1.04,,,,,,,,,,,,,,,,2,5,1000,100,450
,,230118,13,,10455,10452,394,391,,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,450
,,230118,14,,10456,10452,395,391,,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,15,,10457,10452,396,391,,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,16,,10458,10452,397,391,PF10usずれてる,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,17,,10459,10452,398,391,磁気面変（Z軸プラス側弱い）,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,18,,10460,10452,399,391,,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,19,,10461,10452,400,391,,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,20,,10462,10452,401,391,磁気面変（Z軸プラス側弱い）,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,21,,10463,10452,402,391,PF10usずれてる,39,,,39,,,,4,,,,,150,,,,,1.04,,,,,,,,,,,,,,,,,,,,448
,,230118,22,,10464,10452,403,391,失敗？（もろもろ変）（プラズマつかず）,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230118,23,,10465,10452,404,391,失敗，プラズマつかず,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230118,24,,10466,10452,405,391,,39,,,39,,,,4,,,,,150,,,,,1.44,,,,,,,,,,,,,,,,,,,,448
,,230118,25,,10467,,406,,失敗,39,,,39,,,,4,,,,,150,,,,,1.28,,,,,,,,,,,,,,,,,,,,448
,,230118,26,,10468,,407,,,39,,,39,,,,4,,,,,150,,,,,,,あり,,,,,,,,,,,,,,,,,,448
,,230118,27,,10469,,408,,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230118,28,,10470,,409,,,39,,,39,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,"Funato, Doi",230119,1,,10471,,410,,TFonly,0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,2,,10472,,411,,TFonly,0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,3,,10473,,412,,TFonly,0,,,0,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,4,,10474,10472,413,411,"CB1, CB2で実験",39,,,39,,,,4,,,,,150,,,,H,7.7,,,,,,,,,,,,,,,,,,,,
,,230119,5,,10475,10472,414,411,,39,,,39,,,,4,,,,,150,,,,,11.3,,,,,,,,,,,,,,,,,,,,
,,230119,6,,10476,10472,415,411,,39,,,39,,,,4,,,,,150,,,,,11.5,,,,,,,,,,,,,,,,,,,,
,,230119,7,,10477,10472,416,411,プラズマ弱い,39,,,39,,,,4,,,,,150,,,,,11,,,,,,,,,,,,,,,,,,,,
,,230119,8,,10478,10472,417,411,,39,,,39,,,,4,,,,,150,,,,,11,,,,,,,,,,,,,,,,,,,,
,,230119,9,,10479,10472,418,411,左右差そろえるためz負（CB2）弱める,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,10,,10480,10472,419,411,,39,,,37,,,,4,,,,,150,,,,,11.8,,,,,,,,,,,,,,,,,,,,
,,230119,11,,10481,10472,420,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,12,,10482,10472,421,411,a038微妙？、磁気面変,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,13,,10483,10472,422,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,14,,10484,10472,423,411,失敗、放電ずれ,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,15,,10485,10472,424,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,16,,10486,10472,425,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,17,,10487,10472,426,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,18,,10488,10472,427,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,19,,10489,10472,428,411,,39,,,37,,,,4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,20,,10490,,429,,"TF反転, TFonly",0,,,0,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,21,,10491,10490,430,429,,39,,,37,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,22,,10492,10490,431,429,,39,,,38,,,,-4,,,,,150,,,,,12.7,,,,,,,,,,,,,,,,,,,,
,,230119,23,,10493,10490,432,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,2,5,1000,100,448
,,230119,24,,10494,10490,433,429,PF10usずれ,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,25,,10495,10490,434,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,miss
,,230119,26,,10496,10490,435,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,27,,10497,10490,436,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,28,,10498,10490,437,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,29,,10499,10490,438,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,miss
,,230119,30,,10500,10490,439,429,,39,,,38,,,,-4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,31,,10501,,440,,TFonly,0,,,0,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,32,,10502,10501,441,440,PF10usずれ,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,33,,10503,10501,442,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,miss
,,230119,34,,10504,10501,443,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,35,,10505,10501,444,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,36,,10506,10501,445,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,37,,10507,10501,446,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,38,,10508,10501,447,440,PF20usずれ,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,39,,10509,10501,448,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,40,,10510,10501,449,440,,39,,,38,,,,-3.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,41,,10511,,450,,TFonly,0,,,0,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,42,,10512,10511,451,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,43,,10513,10511,452,450,Ch2：Ipロゴ積分器なし,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,44,,10514,10511,453,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,45,,10515,10511,454,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,46,,10516,10511,455,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,47,,10517,10511,456,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,48,,10518,10511,457,450,,39,,,38,,,,-3,,,,,150,,,,,12.4,,,,,,,,,,,,,,,,,,,,450
,,230119,49,,10519,10511,458,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,50,,10520,10511,459,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,51,,10521,10511,460,450,,39,,,38,,,,-3,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,52,,10522,,461,,TFonly,0,,,0,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,53,,10523,10521,462,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,54,,10524,10521,463,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,55,,10525,10521,464,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,56,,10526,10521,465,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,57,,10527,10521,466,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,58,,10528,10521,467,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,59,,10529,10521,468,461,,39,,,38,,,,-2.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,60,,10530,,469,,TFonly,0,,,0,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,61,,10531,10530,470,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,62,,10532,10530,471,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,63,,10533,10530,472,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,64,,10534,10530,473,469,失敗（片側放電）,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,448
,,230119,65,,10535,10530,474,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,66,,10536,10530,475,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,67,,10537,10530,476,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,68,,10538,10530,477,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,69,,10539,10530,478,469,,39,,,38,,,,-2,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,70,,10540,,479,,TFonly,0,,,0,,,,-1.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
,,230119,71,,10541,10540,480,479,磁気軸低め,39,,,38,,,,-1.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
,,230119,72,,10542,10540,481,479,,39,,,38,,,,-1.5,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,450
