number,operator,date,shot,TFoffset,d-tacq,TFdtacq,a039,a039_TF,comment,CB1[kV],Start [us],Crowbar [us],CB2[kV],delay[us],Crowbar [us],FC TF [kV],TF[kV],delay[us],FCTF[kV],delay[us],Crowbar[us],EF[A],Electrode [kV],delay   [us],OH,gas,gas pressure,delay[s],予備電離,Solenoid,delay,fast camera ,width,ショットの種類,Magnetic Probe comments,Max(PSI),Max(PSI),Gun[kV],Gun_delay[us],,DopplerDelay,Dopplerwidth[μs],SXR exposure,SXR interval,Gain of Framing,Gain of CMOS,Period (Start time)
1710,,,9,,,,,,CB1異常,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1711,,,10,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1712,,,11,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1713,,,12,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.3,,,,,,2,,,,,,,,Doppler probe,,,,,,
1714,,,13,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1715,,,14,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1716,,,15,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1717,,,16,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1718,,,17,,,,,,CB1異常,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,,,,,,,,,,,,,,,
1719,,,18,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1720,,,19,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1721,,,20,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1722,,,21,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1723,,,22,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1724,,,23,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.9,,,,,,2,,,,,,,,Doppler probe,,,,,,
1725,,,24,,,,,,CB1異常,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1726,,,25,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1727,,,26,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,,,,,,,,,,,,,,,
1728,,,27,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1729,,,28,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1730,,,29,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1731,,,30,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1732,,,31,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1733,,,32,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1734,,,33,,,,,,CB1異常,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1735,,,34,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1736,,,35,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1737,,,36,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1738,,,37,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1739,,,38,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1740,,,39,,,,,,CB1異常?,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1741,,,40,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1742,,,41,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1743,,,42,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1744,,,43,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1745,,,44,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1746,,,45,,,,,,,39,,,39,,,,3,,,,,150,,,,H,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1747,染谷、秋光、姫野,210302,1,,,,,,TFonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,,,3,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,7,,,,,,2,,,,,,,,Doppler probe,,,,,,
1750,,,4,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1751,,,5,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1752,,,6,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1753,,,7,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1754,,,8,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1755,,,9,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1756,,,10,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1757,,,11,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1758,,,12,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1759,,,13,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1760,,,14,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1761,,,15,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1762,,,16,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1763,,,17,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1764,,,18,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1765,,,19,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1766,,,20,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1767,,,21,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1768,,,22,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1769,,,23,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1770,,,24,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1771,,,25,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1772,,,26,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1773,,,27,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1774,,,28,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1775,,,29,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1776,,,30,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1777,,,31,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1778,,,32,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1779,,,33,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1780,,,34,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1781,,,35,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1782,,,36,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1783,,,37,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1784,,,38,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1785,,,39,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1786,,,40,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1787,,,41,,,,,,,39,,,39,,,,3,,,,,150,,,,Ar,,,,,,,2,,,,,,,,Doppler probe,,,,,,
1788,染谷、竹田,210303,1,,,,,,TF only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,,,2,,,,,,,39,,,39,,,,3,,,,,150,,,,H,4,,,,,,,,,,,,,,Doppler probe,,,,,,
1790,,,3,,,,,,,39,,,39,,,,3,,,,,150,,,,H,6.4,,,,,,,,,,,,,,,,,,,,
1791,,,4,,,,,,,39,,,39,,,,3,,,,,150,,,,H,6.6,,,,,,,,,,,,,,,,,,,,
1792,,,5,,,,,,,39,,,39,,,,3,,,,,150,,,,H,8.2,,,,,,,,,,,,,,,,,,,,
1793,,,6,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9,,,,,,,,,,,,,,,,,,,,
1794,,,7,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9?,,,,,,,,,,,,,,,,,,,,
1795,,,8,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9?,,,,,,,,,,,,,,,,,,,,
1796,,,9,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1797,,,10,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.8,,,,,,,,,,,,,,,,,,,,
1798,,,11,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.8,,,,,,,,,,,,,,,,,,,,
1799,,,12,,,,,,,39,,,39,,,,3,,,,,150,,,,H,10.2,,,,,,,,,,,,,,,,,,,,
1800,,,13,,,,,,,39,,,39,,,,3,,,,,150,,,,H,10.6,,,,,,,,,,,,,,,,,,,,
1801,,,14,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1802,,,15,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1803,,,16,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1804,,,17,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1805,,,18,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.6,,,,,,,,,,,,,,,,,,,,
1806,,,19,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.8,,,,,,,,,,,,,,,,,,,,
1807,,,20,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.8,,,,,,,,,,,,,,,,,,,,
1808,,,21,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.8,,,,,,,,,,,,,,,,,,,,
1809,,,22,,,,,,,39,,,39,,,,3,,,,,150,,,,H,10,,,,,,,,,,,,,,,,,,,,
1810,,,23,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1811,,,24,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,,,25,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1813,,,26,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1814,,,27,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1815,,,28,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1816,,,29,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1817,,,30,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1818,,,31,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,,,32,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.4,,,,,,,,,,,,,,,,,,,,
1820,,,33,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,,,34,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,,,35,,,,,,TF放電,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,,,36,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,,37,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,,,38,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,,,39,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,,,40,,,,,,CB1放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,,41,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1829,,,42,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1830,,,43,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1831,,,44,,,,,,失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,,,45,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1833,,,46,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1834,,,47,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1835,,,48,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1836,,,49,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1837,,,50,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1838,,,51,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1839,,,52,,,,,,,39,,,39,,,,3,,,,,150,,,,H,9.2,,,,,,,,,,,,,,,,,,,,
1840,"XIANG, Takeda",210309,1,,,,,,TF only,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,,,2,,,,,,失敗（多分真空磁場ショット）,39,,,39,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,,3,,,,,,,,,,,,,,,,,,,,,,,H,4,,,,,,,,,,,,,,,,,,,,
1843,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1844,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1845,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1846,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1847,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1848,,,9,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1849,,,10,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1850,,,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1851,,,12,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1852,,,13,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1853,,,14,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1854,,,15,,,,,,露光時間変更（5μs→2μs）,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1855,,,16,,,,,,撮影範囲変更（450~485),,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1856,,,17,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1857,,,18,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1858,,,19,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
1859,,,20,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
1860,,,21,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
1861,,,22,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
1862,,,23,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1863,,,24,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1864,,,25,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1865,,,26,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1866,"XIANG, Tanaka, Takeda",210310,1,,,,,,TF only,CB1,,,CB3,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,,,2,,,,,,,39,,,39,,,,,,,,,150,,,,H,4.4,,,,,,,,,,,,,,,,,,,,
1868,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1869,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1870,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1871,,,6,,,,,,静電プローブ挿入,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1872,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1873,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1874,,,9,,,,,,OHコイル使用（3kV）,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1875,,,10,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1876,,,11,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1877,,,12,,,,,,OHコイル極性反転,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1878,,,13,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1879,,,14,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1880,,,15,,,,,,PF非対称,25,,,39,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1881,,,16,,,,,,,39,,,25,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1882,,,17,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1883,,,18,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1884,,,19,,,,,,タイミング非同期,,,,,-3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1885,,,20,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1886,,,21,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
1887,"XIANG, Tanaka, Takeda",210319,1,,,,,,TF only,CB1,,,CB3,,,,3.4,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,,2,,,,,,失敗（回路つけ忘れ）,39,,,39,,,,,,,,,,,,,Ar,1.6,,,,,,,,,,,,,,,,,,,,
1889,,,3,,,,,,失敗（回路つけ忘れ）,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1890,,,4,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1891,,,5,,,,,,"露光時間変更（start450, 10us）",,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1892,,,6,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1893,,,7,,,,,,露光時間変更（450→420）,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1894,,,8,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1895,,,9,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
1896,,,10,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,
1897,,,11,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,
1898,,,12,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,
1899,,,13,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,
1900,,,14,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,
1901,,,15,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,
1902,,,16,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1903,,,17,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1904,,,18,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1905,,,19,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,
1906,,,20,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,
1907,,,21,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,
1908,,,22,,,,,,カメラトリガーミス,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1909,,,23,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1910,,,24,,,,,,,39,,,39,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1911,,,25,,,,,,,34,,,34,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1912,,,26,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1913,,,27,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1914,,,28,,,,,,,29,,,29,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1915,,,29,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1916,,,30,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1917,,,31,,,,,,,24,,,24,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1918,,,32,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1919,,,33,,,,,,放電失敗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,,,34,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1921,,,35,,,,,,,19,,,19,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1922,,,36,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1923,,,37,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1924,,,38,,,,,,,39,,,39,,,,3,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1925,,,39,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1926,,,40,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1927,,,41,,,,,,,,,,,,,,2.6,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1928,,,42,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1929,,,43,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1930,,,44,,,,,,,,,,,,,,2.2,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1931,,,45,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1932,,,46,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1933,,,47,,,,,,,,,,,,,,1.8,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1934,,,48,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1935,,,49,,,,,,プラズマつかず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,,,50,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,
1937,,,51,,,,,,TF only,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,,,52,,,,,,TF only,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,,,53,,,,,,TF only,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
